barcode,itemcallnumber,isbn,title,subtitle,author,pages,publishercode,copyrightdate,price
1077,"515.2433 T00 BAC N",9788181282767,"Fourier and wavelet analysis",,"Bachman, George",505p,Springer,2000,
6473,"302 T08 GLA",9780141036243,Outliers,": the story of success","Gladwell, Malcolm",309p.,"Allen Lane",2008,977.88
20540,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,
20541,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,
20542,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,
20543,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,
20544,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,
20545,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20546,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20547,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20548,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20549,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20550,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20551,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20552,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20553,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20554,"531 N99  ACH",978072043251,"Wave propagation in elastic solids",,"Achenach, J.D.","xiv, 425 p.",Elsevier,1999,
20555,"621.8672 T08 MOS.F",9780071476898,"Buried pipe design",,"Moser, A.P.",,"Mc Graw Hill",2008,
20556,"693.7 T15 NEW",9780071828963,"Metal building systems: design and specifications",,"Newman, Alexander","xii, 609 p.","Mc Graw Hill",2015,
G2203,"515 T07 NAR.R",8121903068,"Elements of real analysis",,"Narayan, Shanti","xii, 1748p.","S.Chnad and Company Ltd.",2007,
G2204,"515 T22 JAI. S",9789380896014,Calculus,,"Jain, M.L.",,"Jeevansons Publications",2022,
G2205,"516.24 T18 PRA",,Trigonometry,,"Prasad, Lalji","216 p.","Paramount Publications",2018,
G2206,"512.02 T13 GAL",9788131520741,"Contemporary abstract algebra",,"Gallian, Joseph A.",583p.,Cengage,2013,
G2207,"515 T19 DHA.I",9789380896199,"Special functions and integral transforms",,"Dhaonchak, Poonam K.","10.16 p.","Jeevansons Publications",2019,
16704,"294.3444 N98 DAL.C",9780340750155,"Art of happiness",": a handbook for living","Lama, Dalai",269p.,"Yellow Kite",1998,499.00
G2209,"519.4 T07 JAI.I",9788122433234,"Numerical methods for scientific engineering computation",,"Jain, M.K",722p.,"New Age International",2012,475.00
G2208,"515 T18 MAL.A",9788122427721,"Mathematical analysis",,"Malik, S.C.",870p.,"New Age International Publishers",2018,
G2210,"515.8 T11 BAR.S",9788126551811,"Introduction to real analysis",,"Bartle, Robert G.",402p.,"Wiley ",2011,
G2211,"530.138 T12 BIR.S",9788126508082,"Transport phenomena",,"Bird, Byron R.",895p.,"John Wiley & Sons",2005,
G2212,"531.3 T16 PAI",9788126508860,"Physics of vibrations and waves",,"Pain, H.J.","xx, 556 p.",Wiley,2005,
G2213,"512.02 T13 GAL",9788131520741,"Contemporary abstract algebra",,"Gallian, Joseph A.",583p.,Cengage,2013,
G2215,"510.2 T19 SIN.G",9789388624725,"Mathematics  M Sc entrance examination",,,868p.,Unique,2019,
20500,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,1563.43
20501,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,1563.43
20502,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,1563.43
20503,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,1563.43
20504,"530.412 N75 GRA",9780486667454,"Wave motion in elastic solids",,"Graff, Karl F.","xv, 649 p.","Dover Publication",1975,1563.43
20505,"531.1133 N69 ELM.H",9788126508860,"Physics of vibrations and waves",,"Pain, H.J.","xx, 556 p.",Wiley,2005,1283.75
20506,"531.1133 N69 ELM.H",9788126508860,"Physics of vibrations and waves",,"Pain, H.J.","xx, 556 p.",Wiley,2005,1283.75
G2074,"158 T09 HEN",9780061735363,"The big leap",,"Henricks, Gay","vi, 216 p. ","Harper One",2009,
G326,"332.024 T22 KIY",9781612681139,"Rich dad poor dad",,"Kiyosaki, Robert T.","xiii, 348 p.","Planta Publishing",2022,
20489,"954.092 T22 KAL",9788129124913,"My Journey: Transforming dreams into actions",,"Kalam, A.P.J.Abdul","ix, 147 p.","Rupa Publications India Pvt. Ltd.",2015,
G2176,"823 T23 SAR",9789356295780,"Not quite a disasterafter all",,"Sarkar, Buku","125 p.",,,
G2178,"823 T22 NAY",9789391047238,Adbhut,": marvellous creatures of Indian myth and folklore","Nayak, Meena Arora",179p.,"Aleph Book Company",2022,
G2181,"823 T22 CHR",978008541101,Marple,,"Christie, Agatha","367 p.","Harper Collins Publishers",2022,
G2184,"823 T22 ANA",9780143453550,"Misfit Madhu",,"Anand, Divya","277 p.","Penguin Books",2022,
20515,"821.9208 T22 KAL",9788170286844,"Inspiring thoughts",,"Kalam, A.P.J.Abdul","104 p.","Rajpal and Sons",2022,
G2175,"823 T22 KAL",9780143458272,Taniya,,"Kalita, Arupa, Patangia","ix, 148 p.","Puffin Books",2022,
G848,"005.133 'C' T10 KAN",9789355512765,"Let us C",,"Kanetkar, Yashvant","492 p.","BPB Publications",2007,
20492,"823 T22 CHO",9789356291409,"War diary of Asha-san",,"Choudhry, Bharati Asha Sahay","xvii, 225 p.","Harper Collins Publishers",2022,
G2186,"823 T22 RAM",978014345338,"Worlds witihin you",,"Ramachandran, Shreya",,"Penguin Books",2022,
G1938,"511.1 T07 ROS",9780070681880,"Discrete mathematics and its applications",": with combinatorics and graph theory","Rosen, Kenneth H.",843p.,"McGraw Hill Education",2011,350.00
G1704,"005.133 'C++"" T11 ARO",9788177000245,"Computer science with c++",,"Arora, Sumita","640 p.","Dhanpat Rai and Co. Pvt. Ltd.",2012,
G1703,"005.133 ""C++"" T11 ARO",9788177000245,"Computer science with c++",,"Arora, Sumita","640 p.","Dhanpat Rai and Co. Pvt. Ltd.",2012,
13312,"005.133 'C++' T07 HOR.S",9788173716065,"Fundamentals of data structures in C++",,"Horowitz, Ellis",694p.,"Universities Press,",2007,450.00
16091,"530.12 T04 MER",9788126533176,"Quantum mechanics",,"Merzbacher, Eugen",656p.,"Wiley India,",2004,799.00
13824,"658.8342 T19 KAR.C",9789386668523,"Consumer Behavior",,"Kardes, Frank R.",,Cengage,2015,
14273,"005.133 ""C"" T11 GOT",9780070145900,"Programming with C",,"Gottfried, Byron","xvi, 15.31 p.",,,
6321,"511.1 T10 HUN",9789380108209,"Essentials of discrete mathematics",,"Hunter, David J.",448p.,"Jones and Bartlett,",2010,425.00
1,"004.22  T05 PAT.H ",9788181475343,"Computer organization and design",": the hardware / software interface","Patterson, David A.",621p.,Elsevier,2005,450.00
12,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
13,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
14,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
15,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
16,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
17,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
18,"547 N92 MOR.B ",9788131704813,"Organic chemistry",,"Morrison, Robert Thornton",1472p.,Pearson,2011,395.25
19,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
20,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
21,"547 N92 MOR.B",9788177581690,"Organic chemistry",,"Morrison, Robert Thornton",1349p.,"Pearson Education",1992,395.25
22,"	541 T06 ATK.P",9780195685229," Atkin's physical chemistry ",," Atkins, Peter  ",1064p.,"Oxford University Press",2006,585.00
28,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
29,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
30,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
31,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
32,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
33,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
34,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
35,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
36,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
37,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
38,"621.395 T07 MAN.C",9788131714508,"Digital design ",,"Mano, M. Morris ",623p.,"Pearson Education",2008,318.75
44,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
45,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
46,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
47,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
48,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
49,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
50,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
51,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
52,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
53,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
54,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
55,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
56,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
57,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
58,"530.41 T04 KIT",9788126510450,"Introduction to solid state physics ",,"Kittel, Charles ",673p.,Wiley,2004,359.00
64,"530.41 N76 ASH.M",9788131500527,"Solid state physics",,"Ashcroft, Neil W",826p.,Cengage,1976,450.00
65,"530.41 N76 ASH.M",9788131500527,"Solid state physics",,"Ashcroft, Neil W",826p.,Cengage,1976,450.00
66,"530.41 N76 ASH.M",9788131500527,"Solid state physics",,"Ashcroft, Neil W",826p.,Cengage,1976,450.00
67,"530.41 N76 ASH.M",9788131500527,"Solid state physics",,"Ashcroft, Neil W",826p.,Cengage,1976,450.00
68,"530.41 N76 ASH.M",9788131500527,"Solid state physics",,"Ashcroft, Neil W",826p.,Cengage,1976,450.00
74,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
75,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
76,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
77,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
78,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
79,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
80,"546 T04 COT W",9788126511143,"Basic Inorganic Chemistry",,"Cotton, F. Albert",838p.,"Wiley India",2004,459.00
81,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
82,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
83,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
84,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
85,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
90,"537 N88 MAH",9780074602256,"Electricity and magnetism ",,"Mahajan, A.S. ",508p.,"Tata McGraw-Hill Publishing",1998,295.00
91,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
92,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
93,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
94,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
95,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
97,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
98,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
101,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
102,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
103,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
104,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
105,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
106,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
107,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
108,"515.63 T09 LIP",9780070682580,"Vector analysis and an introduction to tensor analysis ",,"Lipschutz,Seymour ",238p.,"Tata McGraw Hill Education",2009,275.00
116,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
117,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
118,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
119,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
120,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
121,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
122,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
123,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
124,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
125,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
126,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
127,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
128,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
129,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
130,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
131,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
132,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
133,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
134,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
135,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
136,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
137,"518 T05 YAN.C",9788126514151,"Applied numerical methods using MATLAB",,"Yang, Won Y.",509p.,"John Wiley & Sons",2005,399.00
143,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
146,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
147,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
148,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
149,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
150,"547.139 T09 SYK",9788177584332,"Guidebook to mechanism in organic chemistry ",,"Sykes, Peter ",416p.," Pearson Education",2009,345.00
156,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
157,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
158,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
159,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
160,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
161,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
162,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
163,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
164,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
165,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
166,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
167,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
168,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
169,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
170,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
171,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
172,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
173,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
174,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
175,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
176,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
177,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
178,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
179,"502.85 T05 PRA",0195680014,"Getting started with MATLAB 7 ",": a quick introduction for scientists and engineers "," Pratap, Rudra ",244p.,"Oxford University Press",2006,150.00
186,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
187,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
188,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
189,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
190,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
191,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
192,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
193,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
194,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
195,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
196,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
197,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
198,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
199,"670 T05 LAL.C",9788173195860,"Fundamentals of manufacturing processes ",,"Lal, G.K. ",335p.,"Narosa Publishing House",2005,230.00
202,"604.24 T09 LAK",9788183600835,"Textbook of machine drawing",": including computer graphics and Auto CAD","Lakshminarayanan, V.",684p.,"Jain Brothers",2009,210.00
203,"604.24 T09 LAK",9788183600835,"Textbook of machine drawing",": including computer graphics and Auto CAD","Lakshminarayanan, V.",684p.,"Jain Brothers",2009,210.00
204,"604.24 T09 LAK",9788183600835,"Textbook of machine drawing",": including computer graphics and Auto CAD","Lakshminarayanan, V.",684p.,"Jain Brothers",2009,210.00
205,"604.24 T09 LAK",9788183600835,"Textbook of machine drawing",": including computer graphics and Auto CAD","Lakshminarayanan, V.",684p.,"Jain Brothers",2009,210.00
